"year","runtime","director","writer","unknown","action","adventure","animation","children","comedy","crime","documentary","drama","fantasy","film.noir","horror","musical","mystery","romance","sci.fi","thriller","war","western"
1997,"107","nm0000786","nm0000131",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,"94","nm0005366","nm0000196",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"126","nm0000108","nm0000108",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1996,"136","nm0839397","nm0839397",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"129","nm0000229","nm0000341",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1995,"126","nm0000425","nm0000425",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1997,"125","nm0001708","nm0326040",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,"105","nm0389591","nm0060103",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1996,"91","nm0458251","nm0458251",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1997,"98","nm0001756","nm0004412",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1997,"150","nm0000709","nm0366337",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1997,"92","nm0918873","nm0920108",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"96","nm0027271","nm0252155",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1997,"98","nm0001747","nm0225235",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"97","nm0001438","nm0001438",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,"97","nm0425540","nm0425540",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"105","nm0868219","nm0868219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1990,"135","nm0001532","nm0272511",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1997,"95","nm0630372","nm0397574",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"91","nm0146341","nm0064479",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"106","nm0629272","nm0629272",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1997,"129","nm0000682","nm0374423",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1997,"126","nm0001814","nm0000255",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,"170","nm0000520","nm0000520",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1995,"127","nm0001628","nm0000697",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,"136","nm0000487","nm0000807",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1995,"111","nm0001214","nm0001214",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1995,"117","nm0001355","nm0871857",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1996,"87","nm0325533","nm0325533",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1995,"115","nm0005347","nm0178294",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1996,"124","nm0000816","nm0225820",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1994,"111","nm0000436","nm0642137",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1996,"149","nm0001708","nm0001300",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1996,"120","nm0569790","nm0000807",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1996,"135","nm0005421","nm0005421",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1996,"136","nm0005139","nm0005139",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1996,"162","nm0005237","nm0005237",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1996,"98","nm0952360","nm0574259",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1996,"111","nm0000127","nm0932078",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1996,"135","nm0000570","nm0000231",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1997,"93","nm0770961","nm0001279",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"121","nm0000142","nm0001279",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1997,"140","nm0005436","nm0201304",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,"127","nm0001565","nm0001921",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1997,"86","nm0001723","nm0345488",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"93","nm0609236","nm0599924",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1996,"90","nm0201094","nm0201094",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,"113","nm0638033","nm0638033",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,"138","nm0000247","nm0108273",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1997,"130","nm0004886","nm0104333",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1997,"124","nm0000583","nm0549256",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1997,"90","nm0000568","nm0397411",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"138","nm0000436","nm0001338",0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1996,"107","nm0050597","nm0514043",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"112","nm0000487","nm0770005",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,"101","nm0006960","nm0110591",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1997,"144","nm0000431","nm0006904",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1997,"99","nm0836430","nm0176497",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1997,"106","nm0665321","nm0665321",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,"135","nm0000338","nm0000338",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,"102","nm0812200","nm0416556",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1997,"155","nm0000142","nm0359387",0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
1997,"194","nm0000116","nm0000116",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1998,"93","nm0573732","nm0573732",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"111","nm0001741","nm0000175",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1997,"139","nm0000985","nm0000985",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1993,"133","nm0006487","nm0006487",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1993,"195","nm0000229","nm0001873",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1996,"101","nm0000095","nm0000095",0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1996,"150","nm0075666","\N",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1996,"104","nm0000983","nm0000983",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"107","nm0514546","nm0063511",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1997,"108","nm0002044","nm0092018",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1997,"134","nm0000186","nm0000186",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1996,"100","nm0000343","nm0000343",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1997,"125","nm0000631","nm0878638",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1997,"105","nm0003506","nm0003506",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1997,"135","nm0001149","nm0001338",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1998,"100","nm0775447","nm0458318",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1997,"119","nm0721817","nm0944878",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,"117","nm0848414","nm0000519",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1997,"115","nm0001219","nm0458318",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1997,"129","nm0000399","nm0104335",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1997,"125","nm0000231","nm0725983",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1997,"93","nm0552693","nm0114197",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"94","nm0933002","nm0809245",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1997,"85","nm0914132","nm0533938",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1997,"89","nm0809321","nm0193485",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"114","nm0002020","nm0560202",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,"155","nm0000759","nm0000759",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,"107","nm0001486","nm0233223",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"94","nm0000750","nm0268138",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1997,"109","nm0000466","nm0639321",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1997,"134","nm0000380","nm0000380",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,"96","nm0000095","nm0000095",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,"154","nm0000233","nm0000233",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1997,"97","nm0001469","nm0000519",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1998,"97","nm0004121","nm0003662",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1998,"124","nm0387706","nm0443582",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1998,"87","nm0817770","nm0927074",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1997,"93","nm0818639","nm0193370",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1998,"106","nm0814085","nm0814085",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1998,"97","nm0178997","nm0379056",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1998,"134","nm0001469","nm0000341",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1994,"119","nm0001708","nm0001300",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1975,"133","nm0001232","nm0325743",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,"96","nm0228147","nm0228147",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1997,"119","nm0240995","nm0330108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1997,"80","nm0002416","\N",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,"108","nm0000824","nm0441750",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1998,"123","nm0000484","nm0000101",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1995,"111","nm0001382","nm0704164",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"90","nm0644203","nm0077062",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"111","nm0759207","nm0759207",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,"99","nm0808807","nm0060103",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,"97","nm0002132","nm0002132",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,"88","nm0089176","nm0498963",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,"87","nm0790715","nm0937748",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,"108","nm0001241","nm0358960",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1995,"135","nm0000142","nm0481418",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1995,"92","nm2259353","nm0397411",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"96","nm0134176","nm0211823",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1995,"95","nm0818465","nm0647592",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"128","nm0000682","nm0000390",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,"113","nm0589168","nm0223844",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"97","nm0109359","nm0031976",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,"114","nm0562645","nm0000455",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,"92","nm0225416","nm0084131",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1994,"118","nm0141222","nm0734472",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1994,"106","nm0389591","nm0389591",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1994,"104","nm0254632","nm0254632",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1994,"91","nm0505152","nm0211823",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,"83","nm0781842","nm0698493",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,"141","nm0000116","nm0000116",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1993,"94","nm0001756","nm0397411",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"139","nm0000217","nm0000217",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1994,"104","nm0000484","nm0211823",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,"88","nm0003031","nm0003031",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"88","nm0192090","nm0192090",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"130","nm0001532","nm0000948",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"115","nm0000154","nm0390708",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1993,"125","nm0001060","nm0228908",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,"108","nm0809321","nm0000184",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1993,"104","nm0000316","nm0000316",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,"95","nm0000691","nm0000691",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1993,"102","nm0380705","nm0380705",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"104","nm0417708","nm0004412",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1993,"105","nm0378893","nm0521739",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,"82","nm0790715","nm0345488",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"90","nm0858525","nm0877425",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,"127","nm0958387","nm0748022",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1989,"126","nm0000318","nm0004170",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1940,"88","nm0414144","nm0670328",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,"110","nm0000361","nm0462895",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1996,"93","nm0276169","nm0000175",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1996,"81","nm0295007","nm0161003",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"30","nm0661910","nm0661910",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1996,"113","nm0000338","nm0218621",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1996,"114","nm0125803","nm0266673",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,"95","nm0001723","nm0001723",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1996,"90","nm0762541","nm0777442",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,"87","nm0012155","nm0000709",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1982,"92","nm0000907","nm0658850",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,"100","nm0865709","nm0081052",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1957,"83","nm0829038","nm0320564",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1961,"129","nm0842582","nm0842582",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1950,"74","nm0414144","nm0670328",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1964,"139","nm0829038","nm0909556",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1951,"75","nm0414144","nm0670328",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1996,"120","nm0525303","nm0000636",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1996,"81","nm0832309","nm0166256",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,"115","nm0000229","nm0558953",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1996,"85","nm0817770","nm0000175",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1992,"102","nm0000209","nm0000209",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,"84","nm0793802","nm0095685",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1962,"129","nm0612322","nm0285210",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1971,"91","nm0000797","nm0383359",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,"92","nm0936404","nm0636002",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1933,"69","nm0564970","nm0436095",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1986,"116","nm0611683","nm0272511",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,"124","nm0414144","nm0670328",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1988,"103","nm0499724","nm0914058",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,"98","nm0928208","nm0000636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1969,"110","nm0001351","nm0001279",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1981,"97","nm0000484","nm0000484",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1992,"95","nm0709752","nm0002211",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1983,"105","nm0281507","nm0024388",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1993,"91","nm0613981","nm0002211",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1982,"104","nm0198765","nm0392792",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1979,"117","nm0742341","nm0030663",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,"90","nm1100565","nm0392792",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1963,"119","nm0000033","nm0238898",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1958,"86","nm0234893","nm0510989",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1945,"78","nm0936404","nm0531878",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1976,"116","nm0193303","nm0193303",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1976,"98","nm0000361","nm0000175",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1976,"111","nm0001149","nm0783544",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1979,"143","nm0936404","nm0734472",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1989,"107","nm0000638","nm0734472",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1978,"110","nm0459170","nm0143558",0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1978,"116","nm0844358","nm0001940",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1983,"99","nm0023469","nm0001940",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1996,"98","nm0001378","nm0580559",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1996,"107","nm0867262","nm0867262",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"88","nm0240797","nm0270936",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"86","nm0683578","nm0560469",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,"192","nm0000231","nm0000231",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,"106","nm0740213","nm0367838",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,"111","nm0000576","nm0000576",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,"112","nm0911061","nm0000808",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1992,"105","nm0000778","nm0261294",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1994,"103","nm0000626","nm0000626",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,"119","nm0001501","nm0000519",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1994,"111","nm0814085","nm0456017",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1993,"98","nm0001093","nm0001093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1993,"121","nm0000134","nm0001590",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1993,"114","nm0000770","nm0686233",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1993,"188","nm0000265","nm0000265",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1993,"130","nm0181902","nm0418883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1996,"116","nm0001880","nm0242059",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1996,"103","nm0003418","nm0688279",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1996,"79","nm0783139","nm0001094",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1964,"95","nm0000040","nm0000040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1996,"93","nm0000965","nm0388076",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1996,"103","nm0933505","nm0363326",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,"98","nm0000362","nm0001094",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,"112","nm0002030","nm0829330",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1958,"128","nm0000033","nm0092267",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1959,"136","nm0000033","nm0499626",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1960,"125","nm0000697","nm0000697",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1959,"121","nm0000697","nm0000697",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1942,"102","nm0002031","nm0258493",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1941,"100","nm0001379","nm0001379",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1964,"170","nm0002030","nm0503585",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1954,"113","nm0000697","nm0000697",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1953,"118","nm0943758","nm0874308",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1950,"110","nm0000697","nm0000697",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1946,"102","nm0000033","nm0372942",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1955,"106","nm0000033","nm0178785",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1938,"102","nm0002031","nm0589316",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,"118","nm0001415","nm0651585",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1934,"91","nm0886754","nm0329304",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1940,"92","nm0001328","nm0372942",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,"167","nm0027183","nm0688117",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,"130","nm0001008","nm0329304",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1938,"102","nm0001328","nm0629580",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,"105","nm0001379","nm0001379",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1958,"108","nm0112218","nm0112218",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
