"titleType","year","runtime","director","writer","unknown","action","adventure","animation","children","comedy","crime","documentary","drama","fantasy","film.noir","horror","musical","mystery","romance","sci.fi","thriller","war","western"
"movie",1997,"126","\N","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1996,"136","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"129","nm0000229","nm0000341",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"movie",1995,"126","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"movie",1997,"125","\N","\N",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"105","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1996,"91","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1997,"98","\N","\N",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1997,"150","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"movie",1997,"92","\N","\N",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"96","\N","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"movie",1997,"98","\N","\N",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"97","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1997,"97","\N","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"105","\N","\N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"movie",1990,"135","\N","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1997,"95","\N","\N",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"91","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"106","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"movie",1997,"129","\N","\N",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"movie",1997,"126","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1995,"170","\N","\N",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1995,"127","\N","nm0000697",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1995,"136","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"movie",1995,"111","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"movie",1995,"117","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1996,"87","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"movie",1995,"115","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1996,"124","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"movie",1994,"111","\N","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1996,"149","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1996,"120","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"movie",1996,"135","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1996,"136","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1996,"162","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"movie",1996,"98","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1996,"111","nm0000127","\N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"movie",1996,"135","\N","nm0000231",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"movie",1997,"93","\N","nm0001279",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"121","nm0000142","nm0001279",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"movie",1997,"140","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1997,"127","\N","\N",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1997,"86","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"93","\N","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1996,"90","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1997,"113","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1997,"138","nm0000247","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"movie",1997,"130","\N","\N",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"movie",1997,"124","\N","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1997,"90","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"138","\N","\N",0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"movie",1996,"107","\N","\N",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"112","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1997,"101","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"movie",1997,"144","\N","\N",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"movie",1997,"99","\N","\N",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"movie",1997,"106","\N","\N",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"135","nm0000338","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1997,"102","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"movie",1997,"155","nm0000142","\N",0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
"movie",1997,"194","nm0000116","nm0000116",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"movie",1998,"93","\N","\N",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1998,"111","\N","nm0000175",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"movie",1997,"139","\N","\N",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1993,"133","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1993,"195","nm0000229","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"movie",1996,"101","nm0000095","nm0000095",0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"movie",1996,"150","\N","\N",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"movie",1996,"104","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"107","\N","\N",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"movie",1997,"108","\N","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1997,"134","\N","\N",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"movie",1996,"100","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"movie",1997,"125","\N","\N",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"movie",1997,"105","\N","\N",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"movie",1997,"135","\N","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"movie",1998,"100","\N","\N",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"movie",1997,"119","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1997,"117","\N","nm0000519",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1997,"115","\N","\N",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"movie",1997,"129","\N","\N",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"movie",1997,"125","nm0000231","\N",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"movie",1997,"93","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"94","\N","\N",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1997,"85","\N","\N",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"movie",1997,"89","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"114","\N","\N",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1997,"155","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1997,"107","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"94","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"movie",1997,"109","\N","nm0639321",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"movie",1997,"134","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1997,"96","nm0000095","nm0000095",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1997,"154","\N","nm0000233",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1997,"97","nm0001469","nm0000519",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1998,"97","\N","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1998,"124","\N","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"video",1998,"87","\N","\N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1997,"93","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"movie",1998,"106","\N","\N",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"movie",1998,"97","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1998,"134","nm0001469","nm0000341",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"movie",1994,"119","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"movie",1975,"133","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1997,"96","\N","\N",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"movie",1997,"119","\N","\N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1997,"80","\N","\N",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"108","\N","\N",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1998,"123","nm0000484","\N",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"movie",1995,"111","\N","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1995,"90","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1995,"111","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1995,"99","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1995,"97","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1996,"88","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1996,"87","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1996,"108","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"movie",1995,"135","nm0000142","nm0481418",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"movie",1995,"92","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1995,"96","\N","nm0211823",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1995,"95","\N","\N",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1995,"128","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1995,"113","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1995,"97","\N","\N",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1994,"114","\N","nm0000455",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1995,"92","\N","\N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1994,"118","\N","nm0734472",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1994,"106","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1994,"104","\N","\N",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1994,"91","\N","nm0211823",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1994,"83","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1994,"141","nm0000116","nm0000116",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1993,"94","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1993,"139","nm0000217","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1994,"104","nm0000484","nm0211823",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1994,"88","\N","\N",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1993,"88","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1993,"130","\N","\N",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1993,"115","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1993,"125","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1994,"108","\N","nm0000184",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"movie",1993,"104","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1994,"95","\N","\N",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1993,"102","\N","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1993,"104","\N","\N",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1993,"105","\N","\N",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1994,"82","\N","\N",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1995,"90","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1990,"127","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"movie",1989,"126","\N","\N",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1940,"88","nm0414144","nm0670328",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1996,"110","\N","nm0001801",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"movie",1996,"93","\N","nm0000175",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"movie",1996,"81","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"short",1995,"30","\N","\N",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1996,"113","nm0000338","\N",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1996,"114","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1996,"95","\N","\N",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
"movie",1996,"90","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1996,"87","\N","\N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1982,"92","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1975,"100","\N","\N",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"movie",1957,"83","nm0829038","\N",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1961,"129","\N","\N",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1950,"74","nm0414144","nm0670328",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"movie",1964,"139","nm0829038","nm0909556",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"movie",1951,"75","nm0414144","nm0670328",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"movie",1996,"120","\N","nm0000636",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"video",1996,"81","\N","\N",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1982,"115","nm0000229","\N",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"video",1996,"85","\N","nm0000175",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1992,"102","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1986,"84","\N","\N",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"movie",1962,"129","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1971,"91","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1951,"92","nm0936404","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"movie",1933,"69","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"movie",1986,"116","\N","\N",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1940,"124","nm0414144","nm0670328",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"movie",1988,"103","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1956,"98","\N","nm0000636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1969,"110","\N","nm0001279",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"movie",1981,"97","nm0000484","\N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"video",1992,"95","\N","\N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1983,"105","\N","\N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"video",1993,"91","\N","\N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1982,"104","\N","\N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1979,"117","\N","\N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",2023,"90","\N","\N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1963,"119","nm0000033","\N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1958,"86","\N","\N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"movie",1945,"78","nm0936404","\N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1976,"116","\N","\N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1976,"98","\N","nm0000175",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1976,"111","\N","\N",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1979,"143","nm0936404","nm0734472",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1989,"107","\N","nm0734472",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"movie",1978,"110","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"movie",1978,"116","\N","\N",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1983,"99","\N","\N",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"movie",1996,"98","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1996,"107","nm0867262","\N",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"88","\N","\N",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1997,"86","\N","\N",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1995,"192","nm0000231","nm0000231",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1995,"106","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1995,"111","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1995,"112","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1992,"105","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"movie",1994,"103","\N","\N",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1994,"119","\N","nm0000519",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1994,"111","\N","\N",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1993,"98","\N","\N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1993,"121","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1993,"114","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1993,"188","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1993,"130","\N","\N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"movie",1996,"116","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"movie",1996,"103","\N","\N",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"movie",1996,"79","\N","\N",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"movie",1964,"95","nm0000040","nm0000040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"movie",1996,"93","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1996,"103","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1996,"98","\N","\N",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1940,"112","nm0002030","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1958,"128","nm0000033","\N",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"movie",1959,"136","nm0000033","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"movie",1960,"125","nm0000697","nm0000697",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1959,"121","nm0000697","nm0000697",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1942,"102","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"movie",1941,"100","nm0001379","\N",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"movie",1964,"170","nm0002030","\N",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"movie",1954,"113","nm0000697","nm0000697",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1953,"118","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"movie",1950,"110","nm0000697","nm0000697",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"movie",1946,"102","nm0000033","nm0372942",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
"movie",1955,"106","nm0000033","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"movie",1938,"102","\N","\N",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1955,"118","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1934,"91","\N","\N",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"movie",1940,"92","\N","nm0372942",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1956,"167","\N","\N",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1946,"130","nm0001008","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1938,"102","\N","\N",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"movie",1951,"105","nm0001379","\N",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"movie",1958,"108","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1941,"64","nm0414144","nm0670328",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"movie",1971,"82","nm0000095","nm0000095",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"movie",1972,"110","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1967,"111","\N","nm0001801",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"movie",1954,"105","nm0000033","\N",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"movie",1955,"111","\N","\N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
